,38003
2019-03-01,0.391
2019-03-02,0.381
2019-03-03,0.397
2019-03-04,0.38299999999999995
2019-03-05,0.4
2019-03-06,0.436
2019-03-07,0.389
2019-03-08,0.387
2019-03-09,0.4270000000000001
2019-03-10,0.449
2019-03-11,0.377
2019-03-12,0.488
2019-03-13,0.40399999999999997
2019-03-14,0.418
2019-03-15,0.4320000000000001
2019-03-16,0.451
2019-03-17,0.41700000000000004
2019-03-18,0.39299999999999996
2019-03-19,0.385
2019-03-20,0.38299999999999995
2019-03-21,0.382
2019-03-22,0.38
2019-03-23,0.377
2019-03-24,0.376
2019-03-25,0.371
2019-03-26,0.37
2019-03-27,0.371
2019-03-28,0.368
2019-03-29,0.37
2019-03-30,0.37
2019-03-31,0.369
2019-04-01,0.371
2019-04-02,0.39399999999999996
2019-04-03,0.377
2019-04-04,0.371
2019-04-05,0.369
2019-04-06,0.363
2019-04-07,0.361
2019-04-08,0.358
2019-04-09,0.39
2019-04-10,0.354
2019-04-11,0.344
2019-04-12,0.341
2019-04-13,0.33799999999999997
2019-04-14,0.336
2019-04-15,0.33399999999999996
2019-04-16,0.33399999999999996
2019-04-17,0.332
2019-04-18,0.332
2019-04-19,0.33
2019-04-20,0.32899999999999996
2019-04-21,0.337
2019-04-22,0.332
2019-04-23,0.33399999999999996
2019-04-24,0.34
2019-04-25,0.33799999999999997
2019-04-27,0.32899999999999996
2019-04-28,0.32799999999999996
2019-05-01,0.315
2019-05-02,0.38
2019-05-03,0.33799999999999997
2019-05-04,0.332
2019-05-05,0.327
2019-05-06,0.32899999999999996
2019-05-07,0.33299999999999996
2019-05-08,0.461
2019-05-09,0.45799999999999996
2019-05-10,0.37
2019-05-11,0.35200000000000004
2019-05-12,0.33799999999999997
2019-05-13,0.321
2019-05-14,0.317
2019-05-15,0.315
2019-05-16,0.312
2019-05-17,0.315
2019-05-18,0.315
2019-05-19,0.315
2019-05-20,0.312
2019-05-21,0.311
2019-05-22,0.306
2019-05-23,0.304
2019-05-24,0.303
2019-05-25,0.298
2019-05-26,0.301
2019-05-27,0.29600000000000004
2019-05-28,0.294
2019-05-29,0.295
2019-05-30,0.29
2019-05-31,0.292
2019-07-04,0.23199999999999998
2019-07-20,0.285
2019-07-21,0.22699999999999998
2019-07-22,0.222
2019-07-23,0.264
2019-07-24,0.23399999999999999
2019-07-25,0.23199999999999998
2019-07-26,0.25
2019-07-27,0.375
2019-07-28,0.242
2019-07-29,0.22399999999999998
2019-07-30,0.257
2019-07-31,0.233
