,38003,nn_m,nn_std,orig
2009-04-23,0.631,0.6322429814360611,0.010610279038176969,0.631
2009-04-24,0.624,0.6268633564190272,0.01990663819108485,0.624
2009-04-25,0.615,0.6224680663841676,0.013144847860115608,0.615
2009-04-26,0.621,0.6143351419024273,0.014187538385836028,0.621
2009-04-27,0.7120000000000001,0.705904930566808,0.026814899938163942,0.7120000000000001
2009-04-28,0.632,0.6491976432713202,0.023426951275797997,0.632
2009-04-29,0.617,0.6164278718706286,0.012765352994245508,0.617
2009-04-30,0.611,0.6093396540101159,0.012401514055096536,0.611
2009-05-01,0.596,0.5978412440274744,0.005585710986804592,0.596
2009-05-02,0.594,0.5900614199064856,0.003260934993073726,0.594
2009-05-03,0.59,0.5880379222561521,0.005020477991767632,0.59
2009-05-04,0.597,0.589539338513853,0.004420605942771427,0.597
2009-05-05,0.579,0.5875789012695225,0.005070563007054275,0.579
2009-05-06,0.5770000000000001,0.5780668353075562,0.005662841129023022,0.5770000000000001
2009-05-07,0.5820000000000001,0.5914408176068489,0.015640765503931713,0.5820000000000001
2009-05-08,0.601,0.6054651362437441,0.019879314919747385,0.601
2009-05-09,0.579,0.5759701979976949,0.007787094241148188,0.579
2009-05-10,0.568,0.5644463938617865,0.0047278857785189796,0.568
2009-05-11,0.5539999999999999,0.5580718666364092,0.004492836274460493,0.5539999999999999
2009-05-12,0.5539999999999999,0.559673430950681,0.004522487229874821,0.5539999999999999
2009-05-13,0.564,0.5561567222487511,0.0037886275346710476,0.564
2009-05-14,0.5720000000000001,0.5725461724480897,0.010772356424882373,0.5720000000000001
2009-05-15,0.613,0.6269934363695644,0.024981542766767943,0.613
2009-05-16,0.565,0.5467048518182321,0.035076103963896536,0.565
2009-05-17,0.602,0.5918461284846961,0.02021212704080892,0.602
2009-06-05,0.5870000000000001,0.5622316754361678,0.03882311880963253,0.5870000000000001
2009-06-06,0.579,0.5839019591312109,0.010765725221920238,0.579
2009-06-07,0.924,0.8797812924196116,0.07965912759248249,0.924
2009-06-08,0.555,0.598215758753204,0.057488451293714236,0.555
2009-06-09,0.534,0.5344529631948179,0.01091720343958464,0.534
2009-06-10,0.665,0.6488172754551503,0.0644680665308991,0.665
2009-06-11,0.537,0.5748840405366176,0.05118486778416249,0.537
2009-06-12,0.515,0.5031353150326819,0.009321582960115971,0.515
2009-06-13,0.507,0.5026901045562369,0.017992169253015108,0.507
2009-06-14,0.493,0.4938690486975014,0.009938398363873049,0.493
2009-06-15,0.519,0.5173319567743733,0.03293417174694084,0.519
2009-06-16,0.485,0.4949756736500296,0.013206440544578526,0.485
2009-06-17,0.475,0.473880786591732,0.005711999129484873,0.475
2009-06-18,0.466,0.4690069060504816,0.00894683576635844,0.466
2009-06-19,0.465,0.4573906287356945,0.0070859946808288455,0.465
2009-06-20,0.469,0.4493021782426255,0.011585642210508987,0.469
2009-06-21,0.465,0.4517878577746055,0.006640459193101188,0.465
2009-06-22,0.436,0.4484520062356395,0.006818547528721717,0.436
2009-06-23,0.428,0.4318246998689209,0.0071376192301592185,0.428
2009-06-24,0.42,0.42705314658775545,0.006506179476037021,0.42
2009-06-25,0.411,0.4159090315159613,0.007106331819376423,0.411
2009-07-13,0.397,0.4034622612506825,0.008621199909450124,0.397
2009-07-14,0.416,0.4241594714004643,0.02097348397259369,0.416
2009-07-15,0.393,0.40996609371443815,0.007077007423781038,0.393
2009-07-16,0.508,0.4934164943918341,0.021555924186174517,0.508
2009-07-17,0.506,0.6038980277313338,0.13647229568209082,0.506
2009-07-18,0.441,0.4311480333191072,0.031646031897949345,0.441
2009-07-19,0.4270000000000001,0.4314315824567544,0.017189945266913458,0.4270000000000001
2009-07-20,0.41,0.40784455793102425,0.009684301940213113,0.41
2009-07-21,0.43,0.4165409302683083,0.017090561599616392,0.43
2009-07-22,0.421,0.4148799426513203,0.009034140924334577,0.421
2009-07-23,0.422,0.4358057724134885,0.02428959848929812,0.422
2009-07-24,0.421,0.4175236007009768,0.01397412196957022,0.421
2009-07-25,0.401,0.4055888227384311,0.007768594369082866,0.401
2009-07-26,0.404,0.3871640566467657,0.02161966831431655,0.404
2009-07-27,0.429,0.4049631688413817,0.017123938893222532,0.429
2009-07-28,0.396,0.39239904269745096,0.009169705104941948,0.396
2009-07-29,0.458,0.4584388304394392,0.017363576335526806,0.458
2009-07-30,0.419,0.4388947424936741,0.01405584822877332,0.419
2009-07-31,0.413,0.3988775058651833,0.007515961347334665,0.413
2009-08-01,0.484,0.4794181422769127,0.017361431629745752,0.484
2009-08-02,0.4,0.4121156369744832,0.01238491201531852,0.4
2009-08-03,0.385,0.3898016598820406,0.006925071673967284,0.385
2009-08-04,0.388,0.3863665089815037,0.007717116528612616,0.388
2009-08-05,0.393,0.40728673023683454,0.02155803573395836,0.393
2009-08-06,1.39,1.3304413034987086,0.13691032825968558,1.39
2009-08-07,0.66,0.6437391074556122,0.053710132603090384,0.66
2009-08-08,0.5,0.4799203074589195,0.03140717701458018,0.5
2009-08-09,0.463,0.4616448059788919,0.023091744787266208,0.463
2009-08-10,0.448,0.4383802999157739,0.012699037933885896,0.448
2009-08-11,0.433,0.436658691957201,0.007664843812141106,0.433
2009-08-12,0.429,0.4110410215333477,0.008685100391238907,0.429
2009-08-13,0.419,0.4186696573611316,0.003981525675206449,0.419
2009-08-14,0.406,0.4099526582565413,0.003559642515638382,0.406
2009-08-15,0.405,0.4025451607021896,0.0027155986570931183,0.405
2009-08-16,0.396,0.3969030506323246,0.002384101974728759,0.396
2009-08-17,0.388,0.38714165169493975,0.0018582692564298614,0.388
2009-08-18,0.382,0.3813519575948843,0.00211054150443654,0.382
2009-08-19,0.377,0.37473894543311626,0.0030993437766305178,0.377
2009-08-20,0.371,0.36968179183579053,0.003178062809653865,0.371
2009-08-21,0.375,0.3706170976664817,0.014554282391553841,0.375
2009-08-22,0.3720000000000001,0.3655950762675842,0.005316994284418744,0.3720000000000001
2009-08-23,0.362,0.36159552095907344,0.003992748133355971,0.362
2009-08-24,0.353,0.3570691178709465,0.00300839338760198,0.353
2009-08-25,0.362,0.35061011386060004,0.023860561829834717,0.362
2009-08-26,0.368,0.3507026911887876,0.013598027317995738,0.368
2009-08-27,0.365,0.3470247786268453,0.008530282280944561,0.365
2009-08-28,0.355,0.3588259860143323,0.010997065305579643,0.355
2009-08-29,0.348,0.35121740150761943,0.003960534091872767,0.348
2009-08-30,0.349,0.34285576120934386,0.004198473356746745,0.349
2009-08-31,0.348,0.34266255934263595,0.0035468008483009812,0.348
2009-09-01,0.342,0.34102844389752457,0.0054327468826621894,0.342
2009-09-02,0.4320000000000001,0.4162979475312062,0.01928471487094644,0.4320000000000001
2009-09-03,0.359,0.3586532661168461,0.011266622835909585,0.359
2009-09-04,0.34600000000000003,0.34093281714408463,0.008230609726763153,0.34600000000000003
2009-09-05,0.34,0.3417089211567063,0.007618741698945645,0.34
2009-09-06,0.34,0.3341527642017549,0.00444030672164974,0.34
2009-09-07,0.342,0.3305549358063663,0.005399246690760808,0.342
2009-09-08,0.337,0.33110742741323185,0.005690845362226778,0.337
2009-09-09,0.33,0.3269892716023813,0.004922889066526282,0.33
2009-09-10,0.324,0.3185844921310444,0.003790841182573979,0.324
2009-09-11,0.326,0.31710249339449065,0.004103091123242249,0.326
2009-09-12,0.322,0.3164523240505792,0.00390025386069886,0.322
2009-09-13,0.328,0.31417874793045897,0.004127158519406916,0.328
2009-09-14,0.32299999999999995,0.3143237443812673,0.0038791778938185024,0.32299999999999995
