,0,1,2,3,4,5,6,7,8,9
2011-02-20,2.342405,2.6243856,2.4827044,2.5422633,2.6032546,2.6672568,2.8316042,2.7771013,2.992106,2.7487261
2011-02-21,2.473603,2.3193827,2.3459044,2.4597034,2.5756638,2.3095033,2.583579,2.3872592,2.4748635,2.6024578
2011-02-22,2.2826273,2.2911,2.170921,2.4047644,2.5199,2.2286072,2.2227247,2.2719102,2.3866887,2.6347091
2011-02-23,2.3940792,2.3043263,2.2744162,2.3467062,2.5217998,2.3890278,2.5898879,2.0610018,2.4000874,2.4820592
2011-02-24,2.4119987,2.5487583,2.4286225,2.398739,2.579234,2.4758542,2.4339948,2.5220933,2.369557,2.5580628
2011-02-25,2.4076748,2.4450438,2.4673095,2.2060258,2.3578753,2.3865373,2.6675487,2.4055717,2.3619676,2.4838355
2011-02-26,2.5885577,2.592865,2.4782498,2.428912,2.8299916,2.8298151,2.581589,2.6145463,2.6966233,2.6742558
2011-02-27,2.3814757,2.4016616,2.2656596,2.1900897,2.4223163,2.2702184,2.4317617,2.3012772,2.5637891,2.5023568
2011-02-28,1.8895495,1.9527221,2.053359,2.0673568,1.9374424,2.0811348,1.9136333,1.9308087,2.0357974,1.9668047
2011-05-04,0.6024716,0.62300324,0.59330285,0.59067965,0.58113563,0.61259544,0.65502405,0.61919194,0.57393265,0.5878153
2011-05-05,0.6258687,0.7732698,0.4838488,0.92799324,0.92691123,0.575273,0.7275768,0.6632153,0.8762305,0.627955
2011-05-06,0.9166516,0.17833921,0.41489494,0.80494225,0.622566,0.17048447,-0.04042238,0.39692497,0.09637271,0.4257282
2011-05-07,1.32756,0.6386852,1.2513143,0.78854233,1.1303611,1.4918158,1.1670759,0.33119684,0.95544803,1.507719
2011-05-08,0.612327,1.0137146,1.0577307,1.7118765,0.9116651,0.46444565,1.1845145,0.43709958,0.98813766,1.3829343
2011-05-09,1.0600847,0.74484015,0.8754243,0.6247869,1.0564376,0.37704188,0.66877234,0.6264821,0.60991096,1.0022178
2011-05-10,0.74771667,0.57881576,0.52677304,0.79874057,0.48235038,0.75006557,0.61159796,0.64506257,0.5759553,0.6311498
2011-05-11,0.46256706,0.57681227,0.48457688,0.6745686,0.7031268,0.4944126,0.71802807,0.5449251,0.7702664,0.65755117
2011-05-12,0.8254281,0.7359696,0.56378895,0.6472767,0.7911147,0.79725945,0.58765274,0.6403875,0.7078713,0.7399723
2011-05-13,0.7020279,0.6283643,0.9597053,0.6801551,0.48775724,0.6234772,0.451586,0.49016798,0.6898968,0.82698137
2011-05-14,0.659916,0.5135977,0.7258273,0.5874712,0.7317212,0.638347,0.3984413,0.7127239,0.4982158,0.64824504
2011-05-15,0.463108,0.5907005,0.6171507,0.7337376,0.5892595,0.57818466,0.67452776,0.43388426,0.5898033,0.7560651
2011-05-16,0.64737105,0.8854721,0.87248635,1.105033,1.1992055,1.4953408,0.87450546,0.79540944,0.81871295,1.1456683
2011-05-17,1.0064743,1.2878102,1.1916993,0.95827097,1.361578,0.8099691,1.1257043,0.9040244,0.9374101,0.88687336
2011-05-18,1.0009984,1.1863492,0.84368443,0.84850377,1.0095367,0.8140186,0.9101799,0.8900018,0.6355438,0.77487993
2011-05-19,1.046339,0.91388535,1.0359792,1.0957069,0.8017448,0.8196074,0.91104186,0.86219394,0.7279993,0.66876626
2011-05-20,0.90434635,0.6097994,0.6207178,0.62322176,0.64245284,0.44672638,0.5052281,0.6107093,0.48568085,0.6931012
2011-05-21,2.8074405,2.5830908,3.5571048,1.2085694,3.603772,2.090497,3.3859599,3.7135594,2.2751117,3.0674078
2011-05-22,2.2657387,7.7558503,3.3367033,1.8159324,3.0643604,5.4144006,5.1589,3.071526,6.3249426,9.030633
2011-05-23,8.317197,9.633773,7.9801373,7.242337,7.606945,5.8159056,13.89224,12.276234,9.634149,8.3439865
2011-05-24,2.67152,2.9328792,2.8388069,3.2219048,2.782698,3.3005688,3.308912,2.9864695,3.906868,3.6788385
2011-05-25,2.249032,3.8063974,1.9940746,2.63365,2.5944057,3.280003,1.288095,2.0962067,3.0196211,2.7932045
2011-05-26,3.0033615,3.19078,2.633979,2.8725283,2.5402224,2.737753,2.0602546,2.5020752,2.613143,2.8263307
2011-05-27,2.610758,2.3590848,3.0158203,2.5373495,2.3233323,2.5270221,3.052839,2.7315135,3.2418704,3.3343694
2011-05-28,3.4510581,2.902004,3.1932704,2.6211483,2.4343598,2.7766242,2.9377005,2.5376587,3.6600509,3.9397502
2011-05-29,2.7838886,2.8964078,2.9103105,3.3295574,2.656701,2.2604074,3.0800087,3.0563264,2.3967266,3.179898
2011-05-30,2.6184714,2.8557494,2.4221904,2.923026,2.6345007,2.875361,2.856305,2.9674528,2.9290223,3.0454898
2011-05-31,2.1035075,2.1940866,1.8177171,1.9264506,2.0050523,2.0365512,2.202621,2.1441736,2.1198845,2.094338
2011-06-01,1.5759822,1.5165935,1.6000719,1.5055654,1.4511029,1.520835,1.5865929,1.5888429,1.5161681,1.5806677
2011-06-02,1.2944729,1.3510464,1.3044492,1.233734,1.2887124,1.2805325,1.4057338,1.2820826,1.3830926,1.4108061
2011-06-03,1.115511,1.1612928,1.1575226,1.134357,1.158671,1.145816,1.2293108,1.1346469,1.2496967,1.2596755
2011-06-04,0.9957546,1.0210091,1.0321068,1.0819477,1.0367564,1.0265801,1.0837116,1.0290368,1.1117897,1.1236223
2011-06-05,0.9401136,0.9401059,0.9336659,0.9925973,0.9874839,0.9405875,0.9847687,0.952152,1.0336668,1.0136328
2011-06-06,0.87821174,0.8858038,0.8774217,0.93191034,0.93602574,0.9420184,0.9336357,0.9088633,0.96420103,0.94113225
2011-06-07,0.94197524,0.8528757,0.9653071,1.2642847,1.0771967,1.1194489,1.1451421,0.6813193,1.1140414,0.9223527
2011-06-08,1.1460054,1.3172835,1.6039293,1.3196514,1.6984206,1.2469524,0.9523255,1.0676644,1.3348511,1.5273311
2011-06-09,0.8651266,1.1387315,0.91913414,0.7648759,1.2159538,0.93772817,1.3970876,1.1885502,1.0017968,1.2162825
2011-06-10,0.66743827,0.7066714,0.8633352,0.7256169,0.88575023,1.044132,0.73715997,0.643712,0.8792785,0.88867104
2011-06-11,0.8809027,1.2027631,0.7823709,0.9363426,0.43269563,0.7602586,0.76600426,0.72007656,1.0323611,0.96333617
2011-06-12,1.4090536,1.9196799,1.1916654,0.8704791,2.4317338,2.0138915,1.226093,1.057316,2.218336,1.3078532
2011-06-13,0.91614956,0.92442435,1.1821307,0.71548074,1.3807999,0.96776724,1.18433,1.1689192,0.8572606,1.0052735
2011-06-14,0.6710258,0.8114562,0.86520433,1.0540901,0.8613503,0.74220264,0.82868874,0.8062584,0.8226027,0.7496697
2011-06-15,0.81725097,0.68570364,0.6722968,0.76943666,0.78451633,0.87179804,0.8121475,0.86062294,0.55451536,0.73591954
2011-06-16,0.6874238,0.71593565,0.7644114,0.7714782,0.7797625,0.74662554,0.69073826,0.7693811,0.5600799,0.7385478
2011-06-17,0.68616855,0.80161244,0.84494144,1.0683125,0.7564943,0.72894233,0.6801806,0.5154626,0.633223,0.7137908
2011-06-18,0.635306,0.91524273,0.45650357,1.0176667,0.6798719,0.5064889,0.68820524,0.7948267,0.82844186,0.8974963
2011-06-19,0.6269779,0.7450028,0.85611707,0.7445289,0.8303621,0.5678462,0.7875386,0.85683286,0.75523674,0.8206512
2011-06-20,0.88053167,0.56705236,0.9370773,0.90104717,0.80452573,0.68564487,0.71103424,0.9802519,0.89018524,0.82250357
2011-06-21,0.9779073,1.280602,1.4877486,2.575192,1.9666561,2.0835226,1.4777405,1.3280778,2.2518783,1.0088208
2011-06-22,1.0624275,0.33800992,1.3532503,1.4943556,0.5817177,1.4299945,1.8971813,0.9138503,0.9330293,1.142951
