,75017,nn_m,nn_std
2011-02-20,2.58,2.652804408688812,0.17745776382103556
2011-02-21,2.33,2.4510946602662727,0.10423490273676561
2011-02-22,2.17,2.3386043596946173,0.13612133236993446
2011-02-23,2.47,2.3755397413125756,0.1374070782814525
2011-02-24,2.22,2.4723497908894028,0.07049784577256206
2011-02-25,2.36,2.4180272840455808,0.10977807756204223
2011-02-26,2.81,2.629621600399597,0.12487957225198376
2011-02-27,2.26,2.370997233229776,0.10831475914641203
2011-02-28,1.98,1.9819877917311757,0.06685842801159636
2011-05-04,0.609,0.6040261739113773,0.0225867830255616
2011-05-05,0.627,0.7196320191388583,0.14536495925433643
2011-05-06,0.955,0.40721136467841273,0.2985330201163173
2011-05-07,0.7959999999999999,1.05966984592174,0.35880499601432286
2011-05-08,0.8240000000000001,0.9725792350467867,0.3795386095339832
2011-05-09,0.721,0.7687888586490782,0.2159821946076509
2011-05-10,0.6940000000000001,0.6359613378654183,0.09847991863787219
2011-05-11,0.6759999999999999,0.6051377353451123,0.10436011474929646
2011-05-12,0.67,0.7052493377170449,0.08678369536835727
2011-05-13,0.6890000000000001,0.6552619759294614,0.1492399914701791
2011-05-14,0.626,0.6124498430574552,0.1043237545156333
2011-05-15,0.623,0.6006574522807304,0.09722365222616865
2011-05-16,0.9440000000000001,0.980013840735478,0.23779270417696768
2011-05-17,1.03,1.0507612724755502,0.17563840935699482
2011-05-18,1.06,0.8968929793559617,0.1429005296753407
2011-05-19,0.789,0.8934781632632879,0.1328316573948561
2011-05-20,0.78,0.6184201178040685,0.12460374943761311
2011-05-21,1.11,2.8246371234994245,0.7608112082743292
2011-05-22,1.87,4.674905673310521,2.297090719403701
2011-05-23,7.22,9.037098751017984,2.263582426399175
2011-05-24,2.48,3.146739920706632,0.376098975356281
2011-05-25,1.85,2.5802003545969825,0.6799516139997703
2011-05-26,2.64,2.7076312066703117,0.2957115603662934
2011-05-27,2.18,2.7616938938601656,0.3415746276145811
2011-05-28,2.92,3.0418763456812616,0.4704106090355111
2011-05-29,3.41,2.8546332757874944,0.317873439439798
2011-05-30,2.26,2.806668375260913,0.18333062164106587
2011-05-31,1.72,2.063598995017216,0.11566182122656583
2011-06-01,1.46,1.5441319861920153,0.046353860208737156
2011-06-02,1.27,1.3221255719032297,0.05645775651539455
2011-06-03,1.13,1.172738854451356,0.04847951213835717
2011-06-04,1.04,1.052488927223598,0.0404254585531773
2011-06-05,0.998,0.9706077108868942,0.0332599438482554
2011-06-06,0.92,0.9186687445297981,0.029087181307939317
2011-06-07,0.935,1.007458894517573,0.15917538837295012
2011-06-08,1.16,1.3211997513870257,0.22288430375042506
2011-06-09,0.9670000000000001,1.0598440067258852,0.18648405932046974
2011-06-10,0.883,0.8017289367100716,0.12059628277161907
2011-06-11,0.905,0.8492447697875204,0.1986022684202405
2011-06-12,0.9540000000000001,1.5642257348135278,0.506118847196966
2011-06-13,1.01,1.028569834826245,0.18625682190083004
2011-06-14,0.848,0.8203524617263495,0.09738638838526618
2011-06-15,0.826,0.7571579293833317,0.0909793013567067
2011-06-16,0.78,0.7229884233795935,0.06122476176267744
2011-06-17,0.775,0.7453416595431355,0.13800368080681036
2011-06-18,0.875,0.739984424107452,0.17287644704307475
