,46005
2019-04-10,0.57
2019-04-11,0.528
2019-04-12,0.505
2019-04-13,0.486
2019-04-14,0.474
2019-04-15,0.489
2019-04-17,0.47
2019-04-19,0.423
2019-04-20,0.409
2019-04-21,0.4
2019-04-22,0.396
2019-04-23,0.38799999999999996
2019-04-24,0.43799999999999994
2019-04-25,0.48100000000000004
2019-04-26,0.785
2019-04-28,0.479
2019-04-29,0.44
2019-05-01,0.40299999999999997
2019-05-03,0.365
2019-05-04,0.35200000000000004
2019-05-05,0.342
2019-05-06,0.335
2019-05-07,0.389
2019-05-08,1.38
2019-05-09,0.792
2019-05-10,0.955
2019-05-11,0.6559999999999999
2019-05-12,0.42200000000000004
2019-05-13,0.3720000000000001
2019-05-14,0.35100000000000003
2019-05-15,0.33899999999999997
2019-05-16,0.332
2019-05-17,0.337
2019-05-18,0.33899999999999997
2019-05-19,0.322
2019-05-20,0.316
2019-05-21,0.308
2019-05-22,0.299
2019-05-23,0.29600000000000004
2019-05-24,0.294
2019-05-25,0.289
2019-05-26,0.29600000000000004
2019-05-27,0.294
2019-05-28,0.29100000000000004
2019-05-29,0.306
2019-05-30,0.294
2019-05-31,0.287
2019-06-01,0.27399999999999997
2019-06-02,0.28300000000000003
2019-06-03,0.273
2019-06-04,0.28800000000000003
2019-06-05,0.275
2019-06-06,0.271
2019-06-07,1.92
2019-06-08,2.15
2019-06-09,0.54
2019-06-10,1.54
2019-06-11,3.73
2019-06-12,1.23
2019-06-13,2.33
2019-06-14,1.26
2019-06-15,1.25
2019-06-16,0.838
2019-06-17,0.774
2019-06-18,0.599
2019-06-19,0.647
2019-06-20,0.55
2019-06-21,0.48
2019-06-22,0.4370000000000001
2019-06-23,0.435
2019-06-24,0.415
2019-06-25,0.39899999999999997
2019-06-26,0.391
2019-06-27,0.364
2019-06-28,0.353
2019-06-29,0.35
2019-06-30,0.33899999999999997
2019-07-01,0.332
2019-07-02,0.32299999999999995
2019-07-03,0.319
2019-07-04,0.31
2019-07-05,0.303
2019-07-06,0.295
2019-07-07,0.294
2019-07-08,0.293
2019-07-09,0.29100000000000004
2019-07-10,0.28300000000000003
2019-07-11,0.287
2019-07-12,0.28300000000000003
2019-07-13,0.27699999999999997
2019-07-14,0.26899999999999996
2019-07-15,0.263
2019-07-16,0.26
2019-07-17,0.267
2019-07-18,0.27399999999999997
2019-07-19,0.39299999999999996
2019-07-20,0.336
2019-07-21,0.282
2019-07-22,0.27
2019-07-23,0.254
2019-07-24,0.248
2019-07-25,0.237
2019-07-26,0.23199999999999998
2019-07-27,0.226
2019-07-28,0.221
2019-07-29,0.27899999999999997
2019-07-30,2.12
2019-07-31,0.977
2019-08-01,0.469
2019-08-02,0.331
2019-08-03,0.29
2019-08-04,0.28800000000000003
2019-08-05,0.307
2019-08-06,1.15
2019-08-07,0.498
2019-08-08,1.24
2019-08-09,3.28
2019-08-10,1.19
2019-08-11,0.9890000000000001
2019-08-12,0.578
2019-08-13,0.629
2019-08-14,2.24
2019-08-15,0.8490000000000001
2019-08-16,7.61
2019-08-17,1.25
2019-08-18,0.804
2019-08-19,0.857
2019-08-20,0.626
2019-08-21,0.5379999999999999
2019-08-22,0.502
2019-08-23,0.469
2019-08-24,0.446
2019-08-25,0.426
2019-08-26,0.41200000000000003
2019-08-27,0.40700000000000003
2019-08-28,0.43799999999999994
2019-08-29,0.405
2019-08-30,0.384
2019-08-31,0.384
2019-09-01,0.36200000000000004
2019-09-02,0.358
2019-09-03,0.442
2019-09-04,0.726
2019-09-05,0.439
2019-09-06,0.4320000000000001
2019-09-07,0.4
2019-09-08,0.363
2019-09-09,2.73
2019-09-10,0.818
2019-09-11,1.07
2019-09-12,0.8170000000000001
2019-09-13,0.605
2019-09-14,0.423
2019-09-15,0.373
2019-09-16,0.36
2019-09-17,0.342
2019-09-18,0.32799999999999996
2019-09-19,0.32
2019-09-20,0.311
2019-09-21,0.316
2019-09-22,0.389
2019-09-23,2.79
2019-09-24,8.09
2019-09-25,4.44
2019-09-26,1.83
2019-09-27,1.56
2019-09-28,7.07
2019-09-29,3.26
2019-09-30,4.56
2019-10-01,2.61
2019-10-02,1.38
2019-10-03,1.48
2019-10-04,1.52
2019-10-05,1.75
2019-10-06,1.57
2019-10-07,1.95
2019-10-08,1.42
2019-10-09,3.61
2019-10-10,3.45
2019-10-11,6.88
2019-10-12,3.07
2019-10-13,2.56
2019-10-14,2.02
2019-10-15,2.31
2019-10-16,2.08
2019-10-17,2.08
2019-10-18,2.55
2019-10-19,1.5
2019-10-20,1.27
2019-10-21,1.18
2019-10-22,1.1
2019-10-23,1.02
2019-10-24,0.9470000000000001
2019-10-25,13.2
2019-10-26,10.1
2019-10-27,1.61
2019-10-28,1.32
2019-10-29,1.42
2019-10-30,4.96
2019-10-31,2.76
2019-11-01,3.77
2019-11-02,8.97
2019-11-03,2.77
2019-11-04,2.71
2019-11-05,1.98
2019-11-06,2.09
2019-11-07,1.91
2019-11-08,1.41
2019-11-09,2.78
2019-11-10,2.21
2019-11-11,2.4
2019-11-12,1.87
2019-11-13,2.08
2019-11-14,2.54
2019-11-15,2.34
2019-11-16,1.55
2019-11-17,1.29
