,46005,nn_m,nn_std,orig
2004-11-23,1.01,1.0884667595521496,0.06979162184801826,1.01
2004-11-24,0.7979999999999999,0.8367028246676891,0.035138360726541015,0.7979999999999999
2004-11-25,0.75,0.7399837522265221,0.019644854314777315,0.75
2004-11-26,0.8420000000000001,0.8598775004463459,0.01868740773583684,0.8420000000000001
2004-11-27,0.818,0.7675513480452006,0.02352899405323044,0.818
2004-11-28,1.28,1.4806500864605867,0.03736562410966447,1.28
2004-11-29,0.759,0.7236707822222692,0.0328546016191949,0.759
2004-11-30,0.674,0.6434897886002373,0.029472238776943212,0.674
2004-12-01,0.629,0.6351034457334891,0.024123268725932692,0.629
2004-12-02,0.594,0.5884830146103006,0.017308978091081638,0.594
2004-12-03,0.574,0.5788454131852737,0.012724642566806305,0.574
2004-12-04,0.557,0.5433780719945303,0.01187311693981951,0.557
2004-12-05,0.563,0.5383266563583571,0.011208836027804763,0.563
2004-12-06,0.565,0.5551185091420394,0.010305136045713176,0.565
2004-12-07,0.5329999999999999,0.5063138354545317,0.013335676143224055,0.5329999999999999
2004-12-08,0.509,0.5061039570990533,0.012226372135426673,0.509
2004-12-09,0.49,0.4789034618405446,0.011512864834469907,0.49
2004-12-10,0.474,0.4706496773596962,0.011420291717546828,0.474
2004-12-11,0.46,0.4610977886327679,0.010949209730348516,0.46
2004-12-12,0.446,0.4526465587174418,0.0118420084144361,0.446
2004-12-13,0.436,0.4439655511474147,0.011604791336156658,0.436
2004-12-14,0.425,0.40014752498452,0.012724649949970494,0.425
2004-12-15,0.443,0.4251658336173237,0.011264396278844409,0.443
2004-12-16,1.12,0.8609354167113771,0.024953937192886855,1.12
2004-12-17,2.49,2.669059688351432,0.04703741166976545,2.49
2004-12-18,6.79,5.994253913241797,0.1082460704287025,6.79
2004-12-19,2.09,2.3094107281350564,0.08520179413258733,2.09
2004-12-20,1.12,1.084600204332427,0.07277993112677428,1.12
2004-12-21,1.01,1.0066724873671224,0.05132499248687827,1.01
2004-12-22,4.61,4.422069851133316,0.10799884548958534,4.61
2004-12-23,1.42,1.4481183747891844,0.05444258581923871,1.42
2004-12-24,2.62,2.4728503458529336,0.11370670296887958,2.62
2004-12-25,1.39,1.525124597614601,0.044348558200566164,1.39
2004-12-26,1.14,1.307175367453169,0.04438408217548808,1.14
2004-12-27,5.61,4.522314701790664,0.14542697801540444,5.61
2004-12-28,2.05,1.9804302639468647,0.10614946918309076,2.05
2004-12-29,1.41,1.3778343185968056,0.08471660296896087,1.41
2004-12-30,1.23,1.224459916063906,0.0333870210054588,1.23
2004-12-31,1.17,1.1918765526767283,0.03427942089201593,1.17
2005-01-01,2.33,2.2758986901838614,0.05373914504216151,2.33
2005-01-02,1.28,1.330426781891551,0.05561886212177977,1.28
2005-01-03,1.21,1.1651905401158356,0.052427236798282636,1.21
2005-01-04,1.85,1.7104998598497667,0.03608174398990432,1.85
2005-01-05,1.31,1.3386691864599078,0.04199694192651512,1.31
2005-01-06,1.33,1.3136791762836932,0.046914412930461516,1.33
2005-01-07,2.33,2.0478498888548105,0.054193061468065976,2.33
2005-01-08,2.15,2.2407871145785805,0.06137551339633523,2.15
2005-01-09,4.07,3.693147663878308,0.09579601588433186,4.07
2005-01-10,4.56,4.930792406666794,0.08779071692974398,4.56
2005-01-11,3.26,3.2794480400639743,0.11606018384579908,3.26
2005-01-12,1.68,1.7831350861693092,0.05493740037479749,1.68
2005-01-13,1.43,1.4235116442003266,0.047414117160992114,1.43
2005-01-14,1.65,1.6135321028381944,0.05372603815820449,1.65
2005-01-15,2.03,2.009334865551205,0.096098052009502,2.03
2005-01-16,1.39,1.3784589201009994,0.02647544921994069,1.39
2005-01-17,3.21,3.107967231245837,0.05076372484604881,3.21
2005-01-18,2.75,2.798557141216285,0.06919631661271175,2.75
2005-01-19,2.12,2.0854354421759544,0.06785780057722016,2.12
2005-01-20,1.69,1.6366602266638106,0.04367710617224338,1.69
2005-01-21,1.98,1.8606712915297603,0.06916424121213904,1.98
2005-01-22,5.27,5.641642620041183,0.10363438121130908,5.27
2005-01-23,1.82,1.830326174049386,0.0728426729970037,1.82
2005-01-24,1.41,1.4977290679760848,0.05893222990696605,1.41
2005-01-25,1.29,1.274868977138366,0.03723047914873979,1.29
2005-01-26,1.21,1.1132020556624922,0.038266826084519125,1.21
2005-01-27,1.13,1.0303512939336097,0.0276624834874424,1.13
2005-01-28,1.04,1.016020238107148,0.027486284919849783,1.04
2005-01-29,0.946,0.9440172977789122,0.022170006913054662,0.946
2005-01-30,0.873,0.8893705067859446,0.012093454794365615,0.873
2005-01-31,0.81,0.8305367911694351,0.012103886081810969,0.81
2005-02-01,0.759,0.7767057191816591,0.011917120710663993,0.759
2005-02-02,0.713,0.7148458545495623,0.00936161322195955,0.713
2005-02-03,0.675,0.6833410846530991,0.009804426443287984,0.675
2005-02-04,0.654,0.6215791566599944,0.010250379030989552,0.654
2005-02-05,0.826,0.8688503765348766,0.01853202153363244,0.826
2005-02-06,0.6679999999999999,0.7085802340859155,0.025104977673631557,0.6679999999999999
2005-02-07,0.626,0.7284095716879257,0.02141305258306,0.626
2005-02-08,0.575,0.5802791937880522,0.025004456697238032,0.575
2005-02-09,0.568,0.5420256777624979,0.015796174941706227,0.568
2005-02-10,1.33,1.1038603706065733,0.0184098535314927,1.33
2005-02-11,5.56,5.007143691365129,0.1362517198261867,5.56
2005-02-12,2.64,2.5662504787743297,0.08687437386568038,2.64
2005-02-13,1.19,1.266066839846309,0.06311026422427797,1.19
2005-02-14,0.919,0.9799139435322116,0.05076637534777501,0.919
2005-02-15,0.758,0.8282879226362828,0.033931818064772336,0.758
2005-02-16,0.682,0.6973940322757658,0.02103225600381799,0.682
2005-02-17,0.664,0.6662937106518784,0.018927174252690592,0.664
2005-02-18,0.6679999999999999,0.6421389070618275,0.01313745008456933,0.6679999999999999
2005-02-19,0.8170000000000001,0.7632318041788402,0.015201209858808918,0.8170000000000001
2005-02-20,0.652,0.7141354250328166,0.013191118398457331,0.652
