,orig
2019-04-10,0.593
2019-04-11,0.528
2019-04-12,0.505
2019-04-13,0.486
2019-04-14,0.474
2019-04-15,0.489
2019-04-17,0.47
2019-04-19,0.436
2019-04-20,0.409
2019-04-21,0.4
2019-04-22,0.396
2019-04-23,0.388
2019-04-24,0.438
2019-04-25,0.481
2019-04-26,0.785
2019-04-28,0.511
2019-04-29,0.461
2019-05-01,0.392
2019-05-03,0.365
2019-05-04,0.364
2019-05-05,0.342
2019-05-06,0.34
2019-05-07,0.389
2019-05-08,0.76
2019-05-09,0.792
2019-05-10,0.54
2019-05-11,1.07
2019-05-12,0.47
2019-05-13,0.3720000000000001
2019-05-14,0.364
2019-05-15,0.35
2019-05-16,0.332
2019-05-17,0.337
2019-05-18,0.33899999999999997
2019-05-19,0.322
2019-05-20,0.321
2019-05-21,0.308
2019-05-22,0.299
2019-05-23,0.303
2019-05-24,0.294
2019-05-25,0.289
2019-05-26,0.291
2019-05-27,0.294
2019-05-28,0.303
2019-05-29,0.294
2019-05-30,0.303
2019-05-31,0.287
2019-06-01,0.27399999999999997
2019-06-02,0.275
2019-06-03,0.273
2019-06-04,0.275
2019-06-05,0.283
2019-06-06,0.272
2019-06-07,0.34
2019-06-08,2.15
2019-06-09,0.753
2019-06-10,1.54
2019-06-11,8.47
2019-06-12,1.23
2019-06-13,0.935
2019-06-14,1.52
2019-06-15,1.52
2019-06-16,0.809
2019-06-17,0.774
2019-06-18,0.615
2019-06-19,0.615
2019-06-20,0.588
2019-06-21,0.481
2019-06-22,0.461
2019-06-23,0.432
2019-06-24,0.432
2019-06-25,0.412
2019-06-26,0.4
2019-06-27,0.385
2019-06-28,0.364
2019-06-29,0.36
2019-06-30,0.353
2019-07-01,0.334
2019-07-02,0.337
2019-07-03,0.327
2019-07-04,0.31
2019-07-05,0.303
2019-07-06,0.295
2019-07-07,0.294
2019-07-08,0.293
2019-07-09,0.29100000000000004
2019-07-10,0.28300000000000003
2019-07-11,0.287
2019-07-12,0.282
2019-07-13,0.28
2019-07-14,0.272
2019-07-15,0.266
2019-07-16,0.263
2019-07-17,0.271
2019-07-18,0.278
2019-07-19,0.398
2019-07-20,0.341
2019-07-21,0.286
2019-07-22,0.274
2019-07-23,0.258
2019-07-24,0.259
2019-07-25,0.254
2019-07-26,0.242
2019-07-27,0.237
2019-07-28,0.235
2019-07-29,0.284
2019-07-30,0.91
2019-07-31,0.993
2019-08-01,0.478
2019-08-02,0.381
2019-08-03,0.312
2019-08-04,0.288
2019-08-05,0.313
2019-08-06,0.3
2019-08-07,0.746
2019-08-08,1.26
2019-08-09,3.31
2019-08-10,1.21
2019-08-11,0.638
2019-08-12,0.592
2019-08-13,0.546
2019-08-14,0.995
2019-08-15,0.869
2019-08-16,0.668
2019-08-17,2.28
2019-08-18,0.824
2019-08-19,0.879
2019-08-20,0.643
2019-08-21,0.553
2019-08-22,0.516
2019-08-23,0.483
2019-08-24,0.459
2019-08-25,0.457
2019-08-26,0.425
2019-08-27,0.42
2019-08-28,0.452
2019-08-29,0.418
2019-08-30,0.396
2019-08-31,0.397
2019-09-01,0.389
2019-09-02,0.37
2019-09-03,0.371
2019-09-04,0.96
2019-09-05,0.54
2019-09-06,0.408
2019-09-07,0.452
2019-09-08,0.389
2019-09-09,0.408
2019-09-10,1.52
2019-09-11,0.551
2019-09-12,1.15
2019-09-13,0.802
2019-09-14,0.47
2019-09-15,0.392
2019-09-16,0.36
2019-09-17,0.342
2019-09-18,0.337
2019-09-19,0.32
2019-09-20,0.311
2019-09-21,0.316
2019-09-22,0.357
2019-09-23,2.79
2019-09-24,11.8
2019-09-25,12.3
2019-09-26,3.3
2019-09-27,1.2
2019-09-28,1.4
2019-09-29,7.9
2019-09-30,4.56
2019-10-01,2.61
2019-10-02,1.38
2019-10-03,1.48
2019-10-04,1.52
2019-10-05,1.75
2019-10-06,2.15
2019-10-07,1.95
2019-10-08,1.35
2019-10-09,2.18
2019-10-10,1.8
2019-10-11,9.41
2019-10-12,4.44
2019-10-13,3.99
2019-10-14,2.02
2019-10-15,1.9
2019-10-16,3.4
2019-10-17,1.63
2019-10-18,2.81
2019-10-19,1.75
2019-10-20,1.35
2019-10-21,1.18
2019-10-22,1.14
2019-10-23,1.02
2019-10-24,0.986
2019-10-25,0.91
2019-10-26,13.0
2019-10-27,1.61
2019-10-28,1.32
2019-10-29,1.42
2019-10-30,4.96
2019-10-31,2.76
2019-11-01,3.77
2019-11-02,8.97
2019-11-03,2.92
2019-11-04,2.71
2019-11-05,1.98
2019-11-06,2.09
2019-11-07,1.91
2019-11-08,1.41
2019-11-09,2.78
2019-11-10,2.21
2019-11-11,3.28
2019-11-12,1.87
2019-11-13,2.08
2019-11-14,2.54
2019-11-15,2.34
2019-11-16,1.55
2019-11-17,1.29
