,0,1,2,3,4,5,6,7,8,9
1987-03-04,1.1139252,1.1691089,1.1074613,1.1430926,1.2129017,1.2495221,1.260473,1.2359462,1.2234538,1.1864365
1987-03-05,1.0821455,1.1644773,1.0884013,0.9999969,1.1147622,1.1600878,1.1334815,1.0721756,1.0986235,1.1581202
1987-03-06,1.3226081,1.1770751,1.297659,1.1792096,1.2833003,1.244075,1.349292,1.3717723,1.3739173,1.2545608
1987-03-07,1.3818935,1.4500076,1.3991088,1.3212309,1.4015458,1.3458979,1.377887,1.3914815,1.436252,1.3839301
1987-03-08,1.5124198,1.537169,1.4683844,1.3578987,1.5484389,1.5222306,1.55613,1.4158031,1.5902967,1.5204016
1987-03-09,1.2823968,1.2956324,1.2754399,1.2292755,1.257306,1.2446282,1.3092992,1.2653644,1.311173,1.2249777
1987-03-10,1.1153667,1.0984709,1.0994056,1.0643718,1.0911223,1.095859,1.0632317,1.1439303,1.1109608,1.1105903
1987-03-11,1.02639,1.0283625,1.009537,0.98927796,1.0024978,0.99422836,0.965139,1.0166246,1.0072576,1.0147854
1987-03-12,0.9201289,0.9135794,0.92261285,0.87834454,0.8918987,0.90727305,0.87468547,0.9183067,0.9112802,0.92803776
1987-03-13,0.87167263,0.8849489,0.8821679,0.8640385,0.8739651,0.8729577,0.8644968,0.8945493,0.88008934,0.89985853
1987-03-14,0.85283464,0.8524586,0.84388524,0.85123146,0.83895797,0.8412821,0.83181584,0.84704113,0.84514326,0.86016953
1987-03-15,0.8390957,0.83602536,0.82664686,0.83580726,0.8340452,0.833238,0.8196494,0.8355396,0.8307659,0.84366155
1987-03-16,0.8097768,0.81255203,0.80505335,0.79882467,0.80768335,0.8159021,0.80605525,0.79201514,0.8049715,0.81925225
1987-03-17,0.8997432,0.88852286,0.8974269,0.890433,0.87416726,0.90564716,0.9085401,0.9069003,0.9114282,0.93443966
1987-03-18,1.0190055,1.0219586,1.0158383,0.99465334,1.0416433,0.99570477,1.0284016,1.0356344,1.02814,1.0485243
1987-03-19,1.0153129,0.977434,0.9712028,1.0150278,0.9667765,1.0326967,0.99085647,0.991047,1.0127156,1.0077487
1987-03-20,0.8948723,0.9380291,0.88241035,0.8895993,0.8813608,0.90041506,0.8844155,0.9104252,0.90260476,0.8967747
1987-03-21,0.8502776,0.85184324,0.8662791,0.8266169,0.84121674,0.8525069,0.8494355,0.8572068,0.8901015,0.8566124
1987-03-22,0.8658589,0.8807262,0.8524367,0.85026866,0.849574,0.8705137,0.8445104,0.8788829,0.88019556,0.85921496
1987-03-23,0.8897637,0.85406655,0.875236,0.84784126,0.8784466,0.86244273,0.90872794,0.9400136,0.941363,0.89026916
1987-03-24,0.9204564,0.94147295,0.9411401,0.91949046,0.9494311,0.9290713,0.8835628,0.91730213,0.92895544,0.98623896
1987-03-25,0.93876195,0.9168199,0.91624755,0.8792848,0.97913384,0.953372,0.9180284,0.8998708,0.9321144,0.9939696
1987-03-26,0.9933984,0.9887427,0.9315329,0.9181117,1.0454534,0.9863279,0.9433927,0.9657658,1.0135009,1.0355008
1987-03-27,1.467529,1.564822,1.372277,1.4555225,1.5392971,1.2688575,1.3854337,1.4481606,1.4437943,1.421369
1987-03-28,1.4929134,1.7766486,1.4983392,1.5887113,1.6686074,1.4855723,1.5026256,1.5982043,1.7207872,1.5159682
1987-03-29,1.882058,2.152135,2.0077436,1.9775021,2.0194435,1.9800508,2.1577618,1.9280325,2.1772895,2.042195
1987-03-30,1.7228125,1.654465,1.6393609,1.6547117,1.6189668,1.6408197,1.6841528,1.6127009,1.7303097,1.6310583
1987-03-31,1.3016734,1.3866374,1.3090861,1.3535151,1.3641549,1.2975292,1.4037266,1.3754098,1.3480953,1.2985276
1987-04-01,1.9985238,2.1205835,2.066589,1.9708297,2.0689826,2.2989125,2.0428314,2.0308683,2.1309786,2.0554454
1987-04-02,7.3850164,6.3722625,6.9388027,6.972996,7.0760136,6.448991,6.6795354,6.4117026,6.658065,6.110395
1987-04-03,3.7740679,3.859499,3.6603038,3.6346004,3.253185,3.661983,3.5836754,3.5719016,3.3153899,3.6786427
1987-04-04,2.6090753,2.673259,2.788196,2.9262567,2.699435,2.7399554,2.4403088,2.6500032,2.7530422,2.7426622
1987-04-05,3.5199914,3.6643262,3.6342735,3.2837808,3.9214869,3.2446923,3.7056,3.441072,3.2609875,3.194046
1987-04-06,2.422492,2.5312653,2.4192536,2.3215992,2.4067824,2.582511,2.4962983,2.3559499,2.4489868,2.5621438
1987-04-07,3.6175692,3.2544737,3.6688383,3.3958366,3.4787488,3.6624725,2.9550045,3.520535,3.4478068,3.5594997
1987-04-08,3.6683984,3.2806983,3.566691,3.6806357,3.6860554,3.4275608,3.750734,3.5340781,3.7203772,3.572749
1987-04-09,2.5138955,2.4785066,2.645749,2.4761395,2.5582523,2.5262048,2.601575,2.4004486,2.4135287,2.714642
1987-04-10,1.8980492,2.024662,1.8985051,1.7282317,1.8601576,1.941574,1.9327415,1.8682615,1.9612011,1.9285743
1987-04-11,1.5618699,1.834915,1.6870041,1.6679963,1.6603185,1.6903348,1.665334,1.5500543,1.503099,1.5669061
1987-04-12,1.3319062,1.3578107,1.3463031,1.3730052,1.3400915,1.3217101,1.367316,1.3182464,1.4165615,1.3368818
1987-04-13,1.075742,1.2237905,1.1463419,1.1513286,1.1219877,1.1346792,1.0854427,1.0807737,1.1812878,1.1199608
1987-04-14,1.084268,1.0982826,1.0875161,1.0019085,1.0729004,1.0696976,1.01463,1.085224,1.0353589,1.0872458
1987-04-15,1.0497733,1.0673848,1.0463103,1.0208133,1.0401015,1.0301846,0.98708683,1.0195711,1.0341877,1.0376159
1987-04-16,1.0045172,1.0269291,1.0449636,1.0013173,1.0108064,0.985811,0.96617955,0.99468064,1.0107244,1.0133283
1987-04-17,0.94000137,0.9566285,0.9674429,0.93557775,0.935573,0.9190767,0.90700793,0.95286316,0.9466081,0.9504734
1987-04-18,0.87250257,0.9021809,0.892813,0.88057077,0.8773037,0.868834,0.86866885,0.89421767,0.8708654,0.9096071
1987-04-19,0.82875067,0.85097307,0.8400708,0.84338343,0.8204223,0.8181026,0.8206796,0.8363862,0.8153204,0.86495453
1987-04-20,0.8343183,0.83696014,0.83369106,0.8343342,0.82078147,0.8192731,0.81731695,0.8272748,0.8177454,0.85652095
1987-04-21,0.8214251,0.81289077,0.82648015,0.8170793,0.8015752,0.80121946,0.81494796,0.7929549,0.80794567,0.8337461
1987-04-22,0.8055435,0.8084066,0.8113634,0.7972574,0.80054456,0.7874963,0.8016879,0.7792949,0.796241,0.8221405
1987-04-23,0.8030407,0.8008994,0.8075938,0.78963304,0.79847556,0.78845215,0.80019456,0.7756113,0.791444,0.8180543
1987-04-24,0.7612922,0.74726677,0.7698798,0.7314999,0.75510323,0.7532712,0.74379134,0.74541116,0.73383325,0.7799406
1987-04-25,0.73145795,0.7296026,0.74614036,0.72248685,0.74535024,0.737509,0.7266,0.7357146,0.73053867,0.77574575
1987-04-26,0.6925241,0.68759155,0.7192144,0.6902869,0.70383847,0.7073575,0.7018844,0.69839513,0.69430834,0.74888426
1987-04-27,0.6606604,0.65977126,0.6758309,0.65429676,0.6778591,0.67868316,0.6723283,0.66441965,0.6601214,0.71347165
1987-04-28,0.6660728,0.6533998,0.6835025,0.6525105,0.6794252,0.6773566,0.6776688,0.66463614,0.6619434,0.71709394
1987-04-29,0.64577854,0.6261282,0.67554516,0.6548706,0.66948336,0.6677047,0.6625281,0.6551361,0.6493543,0.70593053
1987-04-30,0.6660578,0.6523461,0.6543003,0.6475161,0.67466235,0.6781484,0.6565721,0.66999984,0.6547074,0.709147
1987-05-01,0.7174238,0.6947307,0.7172189,0.68675834,0.69550914,0.70548534,0.7239527,0.6979885,0.69606584,0.7274481
1987-05-02,0.63911706,0.6470306,0.6333336,0.6480942,0.6353218,0.6533996,0.63865066,0.6218029,0.6369152,0.65134597
1987-05-03,0.62162876,0.63065493,0.6199052,0.6208472,0.6167422,0.6473439,0.6158522,0.5980128,0.6224901,0.6296225
1987-05-04,0.60079795,0.609395,0.5800772,0.6105294,0.58428496,0.60841787,0.5898283,0.5734812,0.58895,0.56036264
1987-05-05,0.5818994,0.57094765,0.58414,0.568231,0.57419133,0.59317887,0.5777851,0.57674706,0.59292966,0.5894128
1987-05-06,0.60300446,0.5971689,0.6015244,0.5878421,0.5946259,0.60333085,0.6076227,0.5929605,0.60703063,0.60399836
1987-05-07,0.5614104,0.55827963,0.554117,0.54642314,0.55540574,0.5634793,0.55549926,0.55427647,0.56204724,0.5479133
1987-05-08,0.59212875,0.58271486,0.5748578,0.5651665,0.59007424,0.59224486,0.5781025,0.58669704,0.5792302,0.5933681
1987-05-09,0.6050915,0.6028938,0.6120686,0.5952179,0.6196355,0.624483,0.6220671,0.6166469,0.6284452,0.6423422
1987-05-10,0.62300014,0.62198126,0.62560254,0.60448754,0.6205856,0.6292573,0.6210258,0.62052846,0.6194186,0.6270538
1987-05-11,0.57830334,0.5646806,0.5687392,0.5594386,0.56500167,0.5696666,0.55805826,0.57807916,0.5580209,0.56762093
1987-05-12,0.6256665,0.635511,0.61320865,0.64259166,0.61938196,0.64570165,0.66316116,0.6379085,0.6060523,0.6217058
1987-05-13,0.59427667,0.6138761,0.59730226,0.6191435,0.5865348,0.6113781,0.5951937,0.6069343,0.5662494,0.609525
1987-05-14,0.7648509,0.69184065,0.7190799,0.7341863,0.76130694,0.72068584,0.76224965,0.74871165,0.7026468,0.75917137
1987-05-15,0.6987876,0.7188707,0.7685491,0.68295693,0.7368155,0.68316925,0.73757356,0.7406265,0.7019189,0.6340679
1987-05-16,0.5967379,0.63224757,0.6435139,0.6140971,0.57352054,0.61706066,0.68349475,0.6235456,0.6282478,0.5961634
1987-05-17,0.584588,0.50877476,0.5849152,0.59109896,0.5825277,0.5640675,0.4980978,0.55275524,0.56770056,0.6177478
1987-05-18,0.600997,0.5875123,0.59158826,0.5974034,0.6551399,0.5912094,0.602284,0.6080137,0.5857578,0.5892898
1987-05-19,0.6600044,0.69652325,0.6995215,0.68800366,0.65858227,0.68357384,0.6856275,0.68001187,0.6784708,0.6675213
1987-05-20,0.57466215,0.5696633,0.58879554,0.5695709,0.56670094,0.5829067,0.5713612,0.5746989,0.57637995,0.5718244
1987-05-21,0.54672563,0.55436736,0.53912145,0.531017,0.5378285,0.5592159,0.5230952,0.5357787,0.54587966,0.5509912
1987-05-22,0.5917256,0.60468596,0.5719976,0.59757304,0.5851715,0.57890344,0.5897764,0.5847141,0.5757851,0.5815714
1987-05-23,0.64088416,0.6330416,0.6612938,0.66951835,0.6574488,0.67136824,0.68025005,0.6882316,0.652384,0.6522622
1987-05-24,0.6092077,0.61522317,0.63484526,0.6364729,0.61829096,0.6029923,0.6483643,0.6124362,0.6235281,0.55895543
1987-05-25,0.46591932,0.4469661,0.45616114,0.45769262,0.44712272,0.47726804,0.46688196,0.4670915,0.45685065,0.4758588
1987-05-26,0.5009062,0.49617946,0.5042075,0.5005608,0.47636077,0.49776295,0.4826208,0.48687488,0.49389464,0.4844665
1987-05-27,0.4931385,0.488429,0.49019015,0.49451917,0.47769126,0.48247197,0.4872193,0.49370188,0.48908085,0.47328553
1987-05-28,0.48918444,0.4896575,0.4827941,0.47112298,0.48915854,0.49296662,0.48994207,0.49222815,0.4956468,0.49932778
1987-05-29,0.49944913,0.5023078,0.5025262,0.50893945,0.5128556,0.5234535,0.5185878,0.52137005,0.48561007,0.4877798
