,46014
2018-07-29,1.41
2018-07-30,1.07
2018-07-31,0.905
2018-08-01,0.711
2018-08-02,0.65
2018-08-03,0.625
2018-08-04,0.595
2018-08-05,0.569
2018-08-06,0.551
2018-08-07,0.539
2018-08-08,0.55
2018-08-09,0.626
2018-08-10,0.564
2018-08-11,0.731
2018-08-12,1.86
2018-08-13,1.3
2018-08-14,0.848
2018-08-15,0.7340000000000001
2018-08-16,1.13
2018-08-17,0.9420000000000001
2018-08-18,0.732
2018-08-19,0.6759999999999999
2018-08-20,0.6579999999999999
2018-08-21,0.633
2018-08-22,0.613
2018-08-23,0.598
2018-08-24,0.603
2018-08-25,0.6940000000000001
2018-08-26,0.8
2018-08-27,1.12
2018-08-28,0.742
2018-08-29,0.653
2018-08-30,0.623
2018-08-31,0.595
2018-09-01,0.581
2018-09-02,0.522
2018-09-03,0.507
2018-09-04,0.517
2018-09-05,0.507
2018-09-06,0.4920000000000001
2018-09-07,0.508
2018-09-08,0.503
2018-09-09,0.484
2018-09-10,0.46
2018-09-11,0.469
2018-09-12,0.507
2018-09-13,0.4970000000000001
2018-09-14,0.474
2018-09-15,0.46
2018-09-16,0.473
2018-09-17,0.534
2018-09-18,0.628
2018-09-19,0.7509999999999999
2018-09-20,2.5
2018-09-21,3.41
2018-09-22,3.47
2018-09-23,4.0
2018-09-24,1.72
2018-09-25,1.19
2018-09-26,1.0
2018-09-27,0.8959999999999999
2018-09-28,0.8290000000000001
2018-09-29,0.802
2018-09-30,0.777
2018-10-01,0.745
2018-10-02,0.735
2018-10-03,0.747
2018-10-04,0.722
2018-10-05,0.7140000000000001
2018-10-06,0.732
2018-10-07,0.713
2018-10-08,0.6859999999999999
2018-10-09,0.667
2018-10-10,0.693
2018-10-11,0.94
2018-10-12,16.5
2018-10-13,13.5
2018-10-14,7.15
2018-10-15,4.01
2018-10-16,3.0
2018-10-17,2.57
2018-10-18,2.2
2018-10-19,1.94
2018-10-20,1.76
2018-10-21,1.63
2018-10-22,1.49
2018-10-23,1.43
2018-10-24,1.38
2018-10-25,1.35
2018-10-26,1.36
2018-10-27,1.4
2018-10-28,1.34
2018-10-29,1.25
2018-10-30,1.21
2018-10-31,1.43
2018-11-01,2.52
2018-11-02,1.61
2018-11-03,1.46
2018-11-04,4.54
2018-11-05,3.17
2018-11-06,5.8
2018-11-07,13.4
2018-11-08,7.12
2018-11-10,20.3
2018-11-11,12.7
2018-11-12,10.8
2018-11-13,8.84
2018-11-14,7.16
2018-11-15,6.2
2018-11-16,5.53
2018-11-17,5.05
2018-11-18,4.48
2018-11-19,4.09
2018-11-20,3.8
2018-11-21,3.56
2018-11-22,3.39
2018-11-24,24.6
2018-11-25,13.7
2018-11-26,9.87
2018-11-27,27.1
2018-11-28,26.3
2018-11-29,45.2
2018-11-30,21.8
2018-12-01,24.8
2018-12-02,23.9
2018-12-03,18.1
2018-12-04,13.9
2018-12-05,18.3
2018-12-06,14.9
2018-12-07,25.9
2018-12-08,21.2
2018-12-09,22.6
2018-12-10,15.9
2018-12-11,13.6
2018-12-12,13.3
2018-12-13,10.9
2018-12-14,9.63
2018-12-15,28.1
2018-12-16,18.8
2018-12-17,14.8
2018-12-18,27.0
2018-12-19,20.8
2018-12-20,17.6
2018-12-21,19.0
2018-12-22,14.7
2018-12-23,17.9
2018-12-24,16.2
2018-12-25,13.5
2018-12-26,11.9
2018-12-27,10.5
2018-12-28,9.38
2018-12-29,8.57
2018-12-30,7.6
2018-12-31,6.98
2019-01-01,6.34
2019-01-02,5.74
2019-01-03,5.31
2019-01-04,4.97
2019-01-05,4.65
2019-01-06,4.38
2019-01-07,4.32
2019-01-08,3.82
2019-01-09,3.57
2019-01-10,3.42
2019-01-11,3.35
2019-01-12,3.38
2019-01-13,3.35
2019-01-14,2.87
2019-01-15,2.82
2019-01-16,3.35
2019-01-17,3.48
2019-01-18,5.27
2019-01-19,4.84
2019-01-20,3.47
2019-01-21,3.39
2019-01-22,4.58
2019-01-23,3.96
2019-01-24,3.6
2019-01-25,4.04
2019-01-26,5.19
2019-01-27,7.17
2019-01-28,4.54
2019-01-29,4.93
2019-01-30,5.3
2019-01-31,6.97
2019-02-01,6.55
2019-02-02,5.68
2019-02-03,6.16
2019-02-04,16.6
2019-02-05,11.2
2019-02-06,12.3
2019-02-07,12.6
2019-02-08,22.1
2019-02-09,16.1
2019-02-10,19.9
2019-02-11,12.8
2019-02-12,10.9
2019-02-13,9.53
2019-02-14,8.44
2019-02-15,7.69
2019-02-16,6.97
2019-02-17,6.45
2019-02-18,5.91
2019-02-19,5.39
2019-02-20,5.03
2019-02-21,4.54
2019-02-22,4.09
2019-02-23,3.94
2019-02-24,3.69
2019-02-25,3.45
2019-02-26,3.27
2019-02-27,3.18
2019-02-28,3.85
2019-03-01,3.88
2019-03-02,4.8
2019-03-03,10.4
2019-03-04,5.93
2019-03-06,26.0
2019-03-07,12.8
2019-03-08,9.99
2019-03-09,9.3
2019-03-10,9.53
2019-03-11,7.85
2019-03-12,22.2
2019-03-13,11.4
2019-03-14,17.1
2019-03-15,14.5
2019-03-16,14.7
2019-03-17,11.5
2019-03-18,9.51
2019-03-19,8.53
2019-03-20,7.55
2019-03-21,6.92
2019-03-22,6.36
2019-03-23,5.93
2019-03-24,5.5
2019-03-25,4.94
2019-03-26,4.57
2019-03-27,4.27
2019-03-28,4.03
2019-03-29,3.83
2019-03-30,3.63
2019-03-31,3.44
2019-04-01,3.28
2019-04-02,3.46
2019-04-03,3.48
2019-04-04,4.88
2019-04-05,11.6
2019-04-06,8.27
2019-04-07,5.03
2019-04-08,4.3
2019-04-09,4.04
2019-04-10,3.83
2019-04-11,3.46
2019-04-12,3.22
2019-04-13,3.05
2019-04-14,2.93
2019-04-15,2.94
2019-04-16,3.13
2019-04-17,2.76
2019-04-18,2.55
2019-04-19,2.38
2019-04-20,2.25
2019-04-21,2.18
2019-04-22,2.15
2019-04-23,2.1
2019-04-24,2.48
2019-04-25,2.6
2019-04-26,2.41
2019-04-27,2.45
2019-04-28,2.02
2019-04-29,2.03
2019-04-30,1.89
2019-06-04,0.996
2019-06-05,0.96
2019-06-06,0.935
2019-06-07,2.36
2019-06-08,3.63
2019-06-09,1.92
2019-06-10,5.86
2019-06-11,10.3
2019-06-12,4.8
2019-06-13,5.35
2019-06-14,3.71
2019-06-15,3.01
2019-06-16,2.57
2019-06-17,2.31
2019-06-18,2.18
2019-06-19,2.28
2019-06-20,1.96
2019-06-21,1.7
2019-06-22,1.55
2019-06-23,1.55
2019-06-24,1.51
2019-06-25,1.42
2019-06-26,1.37
2019-06-27,1.26
2019-06-28,1.15
2019-06-29,1.13
2019-06-30,1.09
