date,39125,nn_m,nn_std
2009-04-23,0.179,0.17900148673366537,0.002718540793831593
2009-04-24,0.179,0.17830653753485992,0.0026084540431810513
2009-04-25,0.17800000000000002,0.17701868623209663,0.0025388318485070694
2009-04-26,0.17800000000000002,0.17576015095954783,0.0050020207609987
2009-04-27,0.187,0.18686571950447006,0.0377820944001816
2009-04-28,0.179,0.17433789047709197,0.009360363429936179
2009-04-29,0.17600000000000002,0.17547780952090195,0.003582386109832353
2009-04-30,0.174,0.17597273986244827,0.003841084442220279
2009-05-01,0.172,0.17240546846276014,0.0044170003190342625
2009-05-02,0.171,0.1724739381774968,0.0017826134269283592
2009-05-03,0.17,0.17265794345532717,0.0015343825855296993
2009-05-04,0.171,0.17094339193670172,0.002739889220942131
2009-05-05,0.17300000000000001,0.17048371274332194,0.0019482881795031331
2009-05-06,0.172,0.17046302017459425,0.004308822619803232
2009-05-07,0.16399999999999998,0.1659398377414359,0.0025972708831229875
2009-05-08,0.16,0.1623444702080755,0.007899456854748433
2009-05-09,0.156,0.1576476099136365,0.005145389270010718
2009-05-10,0.154,0.1563670442915031,0.002593891449025521
2009-05-11,0.15,0.15046054773457754,0.003215196526222798
2009-05-12,0.14800000000000002,0.1448982221434955,0.004229330869571878
2009-05-13,0.14800000000000002,0.1483839225015162,0.0035629127060968183
2009-05-14,0.149,0.159040670623002,0.02610411566396758
2009-05-15,0.149,0.14004929380757244,0.023591100689384966
2009-05-16,0.147,0.13666950886947474,0.03124117655171137
2009-05-17,0.146,0.140424636608022,0.010449528658740843
2009-06-05,0.113,0.11623608860276285,0.017987051468419554
2009-06-06,0.11900000000000001,0.11733223017873096,0.009543774988339927
2009-06-07,0.124,0.163235525414457,0.07590949090935666
2009-06-08,0.113,0.12285402495886641,0.01887507268477483
2009-06-09,0.11,0.11162771161600335,0.011273287971419509
2009-06-10,0.11,0.10830463959233248,0.027751886206622882
2009-06-11,0.105,0.10519729847619569,0.0012690203592387857
2009-06-12,0.10400000000000001,0.10117786182433079,0.0031378084622081617
2009-06-13,0.10099999999999999,0.09851062521822472,0.006272314952506181
2009-06-14,0.099,0.09878177435433927,0.0045347667509231405
2009-06-15,0.10800000000000001,0.10066375745491253,0.022077562734796326
2009-06-16,0.098,0.09914310943629179,0.007059663803565452
2009-06-17,0.094,0.09548667514584382,0.004739676020413121
2009-06-18,0.08900000000000001,0.09098662434334849,0.0021344772443517485
2009-06-19,0.08800000000000001,0.08670769807085547,0.0033660895454285704
2009-06-20,0.086,0.08579122222142059,0.002208937260343708
2009-06-21,0.085,0.08274797582214191,0.003322540212127115
2009-06-22,0.083,0.08265694300003,0.0032081158237776304
2009-06-23,0.076,0.0797340832831182,0.0034833225676632966
2009-06-24,0.076,0.07433846295294107,0.0028833040268215356
2009-06-25,0.075,0.07554124676775009,0.0018790089357155514
2009-07-13,0.071,0.06263021097997093,0.017466325324426185
2009-07-14,0.068,0.06728520765557568,0.003247399658011121
2009-07-15,0.064,0.0652991533953256,0.0037623576860835732
2009-07-16,0.067,0.06577955965298697,0.008234965245808096
2009-07-17,0.077,0.07542062570680813,0.015306653774361656
2009-07-18,0.068,0.06936515265630386,0.003933736319263852
2009-07-19,0.064,0.059641631284376585,0.007053873906916148
2009-07-20,0.061,0.06188377964664515,0.009128740410291854
2009-07-21,0.062,0.06539783148982577,0.007579880417740095
2009-07-22,0.059000000000000004,0.057569437838513246,0.0030554817103984762
2009-07-23,0.061,0.060166838021162045,0.007046481643394819
2009-07-24,0.057999999999999996,0.056743589716111854,0.0026967336747759424
2009-07-25,0.055,0.058538383572812845,0.0059214365278688515
2009-07-26,0.054000000000000006,0.05262209664979554,0.003873898254442211
2009-07-27,0.054000000000000006,0.0497453389278142,0.006592608315495511
2009-07-28,0.05,0.05071036901618427,0.008827277747087425
2009-07-29,0.053,0.05226758545152532,0.004113273698155162
2009-07-30,0.05,0.051760733403857735,0.006565801488965506
2009-07-31,0.048,0.04748851735105393,0.002105352288128756
2009-08-01,0.049,0.0502205017131929,0.00486642630268368
2009-08-02,0.047,0.044583276735855354,0.011577240426899098
2009-08-03,0.045,0.044422248634487016,0.002089010985439244
2009-08-04,0.044000000000000004,0.04509485134850326,0.005408845569938686
