date,0,1,2,3,4,5,6,7,8,9
2009-04-23,0.17762743,0.17545095,0.17993972,0.17723136,0.17784569,0.17892507,0.18573488,0.17888458,0.18185973,0.17777692
2009-04-24,0.17684656,0.18106897,0.17767285,0.17782514,0.18105593,0.18081304,0.17940176,0.18011327,0.17369208,0.17345567
2009-04-25,0.17620218,0.17513902,0.17925493,0.17898072,0.17921084,0.17223768,0.17750329,0.1756569,0.17505156,0.18170321
2009-04-26,0.18074058,0.16313893,0.17984472,0.17500459,0.17609617,0.17675039,0.17787723,0.17916276,0.17517118,0.17456059
2009-04-27,0.18815725,0.15995744,0.18740866,0.18456027,0.11225366,0.18930629,0.16526629,0.24526237,0.19419111,0.25894138
2009-04-28,0.15737729,0.17880638,0.17986628,0.17833918,0.17943114,0.1778299,0.18016717,0.17788844,0.15485664,0.18106647
2009-04-29,0.17555928,0.17134087,0.17517282,0.17616068,0.17782518,0.17528452,0.17829046,0.16745009,0.1782234,0.18120234
2009-04-30,0.1748716,0.18400493,0.17396905,0.16982737,0.1805204,0.17666152,0.17524458,0.17472126,0.17536077,0.17335932
2009-05-01,0.17247403,0.18161307,0.17132384,0.16841517,0.17586204,0.17218466,0.17265257,0.16918091,0.17360957,0.16413464
2009-05-02,0.1715185,0.17528822,0.17491797,0.1710817,0.17190686,0.17246014,0.17324112,0.16908318,0.17149065,0.17332453
2009-05-03,0.17053697,0.1749162,0.17184865,0.17343992,0.17173171,0.17295092,0.1702725,0.17322932,0.1732987,0.17481622
2009-05-04,0.17365338,0.17321931,0.16820005,0.1655257,0.17096218,0.16994925,0.17486067,0.16876294,0.17178334,0.17223172
2009-05-05,0.16935624,0.16988103,0.16968337,0.17023268,0.17188543,0.16910964,0.16969073,0.16785608,0.17368338,0.17478232
2009-05-06,0.17058349,0.16932678,0.17237082,0.16907457,0.16940002,0.16520259,0.16979845,0.16588785,0.17204195,0.18289018
2009-05-07,0.16598651,0.17096497,0.16641104,0.16393676,0.16549566,0.16050783,0.16459861,0.16767067,0.16645938,0.16661288
2009-05-08,0.16218,0.17456578,0.16285951,0.15907587,0.15249792,0.17557941,0.15856534,0.15895824,0.14986357,0.16653396
2009-05-09,0.16642213,0.14626636,0.15781498,0.15941529,0.15685919,0.15962863,0.15583107,0.15781793,0.1558222,0.1606692
2009-05-10,0.15792218,0.15572838,0.15540639,0.15453331,0.15290672,0.15573215,0.15546758,0.15496124,0.15882494,0.1632692
2009-05-11,0.14739195,0.1483177,0.1566658,0.15049279,0.14595357,0.14973131,0.15055606,0.15553565,0.15127455,0.14937854
2009-05-12,0.14373487,0.1452464,0.15340342,0.14641641,0.13826641,0.14277294,0.14640175,0.14249401,0.14973831,0.13956647
2009-05-13,0.14619863,0.15176867,0.14911917,0.14693625,0.13917059,0.14977038,0.14977415,0.15221807,0.14834957,0.1509241
2009-05-14,0.1488943,0.14944328,0.14991085,0.14730473,0.14683193,0.14873433,0.14929801,0.14771658,0.18127058,0.24019669
2009-05-15,0.14784417,0.14876051,0.15124135,0.14707805,0.14864291,0.14984977,0.0690339,0.1490113,0.13166864,0.15223856
2009-05-16,0.1473614,0.17765515,0.09215718,0.14528255,0.064581774,0.14550152,0.14692564,0.14613564,0.14676018,0.14992572
2009-05-17,0.14678286,0.1456614,0.12114578,0.1450185,0.118265934,0.14774616,0.14453338,0.1445031,0.14467598,0.14587723
2009-06-05,0.112376615,0.14444254,0.1456076,0.08578609,0.095574565,0.11686144,0.116397806,0.11236856,0.113818035,0.113414034
2009-06-06,0.1212262,0.11983754,0.11815422,0.11828239,0.11846007,0.12025804,0.08961727,0.118056655,0.11899934,0.13035916
2009-06-07,0.08523574,0.21856494,0.12405205,0.12260342,0.22765958,0.24614556,0.06063114,0.1240968,0.13561888,0.3207622
2009-06-08,0.11381405,0.14236009,0.11330504,0.11322261,0.11617137,0.114363685,0.17380145,0.11122646,0.115746975,0.113145985
2009-06-09,0.109201714,0.10911682,0.109123394,0.10900125,0.11067382,0.09585943,0.14396131,0.10931932,0.11010108,0.111822136
2009-06-10,0.14376393,0.100099765,0.04036495,0.10978377,0.10996847,0.10689346,0.10944799,0.10940527,0.11012523,0.14699222
2009-06-11,0.10490902,0.1078742,0.1042646,0.10449877,0.10538868,0.10460789,0.10676091,0.10365685,0.105567634,0.10397694
2009-06-12,0.10470302,0.09505662,0.10201309,0.1000684,0.1039262,0.09860089,0.10471483,0.10275818,0.097963944,0.102213584
2009-06-13,0.100586005,0.08461876,0.102108575,0.09075743,0.09937916,0.10645989,0.099402286,0.101617716,0.10093321,0.10243486
2009-06-14,0.08775573,0.09616028,0.10386548,0.10105252,0.101720326,0.100042336,0.09956846,0.09983707,0.09994911,0.101122364
2009-06-15,0.08434658,0.10865801,0.10757833,0.107619636,0.10852703,0.041398004,0.108077586,0.10756033,0.10884535,0.13097441
2009-06-16,0.116861075,0.09424882,0.098733515,0.098607376,0.09348918,0.099444315,0.09161336,0.098326065,0.09863241,0.09749562
2009-06-17,0.09724294,0.09261912,0.10865798,0.09519372,0.093154676,0.09257091,0.093175404,0.09416789,0.093872964,0.092614725
2009-06-18,0.09122809,0.09129686,0.09463995,0.08779776,0.093983315,0.09115074,0.091273375,0.090873264,0.08779704,0.0890465
2009-06-19,0.086563274,0.085712835,0.09396638,0.08740941,0.08084425,0.082451425,0.08662368,0.08760595,0.0890366,0.0866478
2009-06-20,0.08603881,0.08633116,0.086422205,0.08281602,0.090337,0.08326384,0.084337,0.083655976,0.08835313,0.08659431
2009-06-21,0.085215576,0.07781931,0.08523915,0.0855037,0.079689026,0.081124894,0.08480892,0.08381144,0.086902216,0.07687209
2009-06-22,0.08413183,0.08144234,0.08370439,0.07728469,0.090254225,0.08187506,0.08069162,0.08270217,0.08022959,0.08435989
2009-06-23,0.07827731,0.07799302,0.07621935,0.08286018,0.08883756,0.0798631,0.0777049,0.07724675,0.080593094,0.07835411
2009-06-24,0.075761005,0.0766969,0.07178515,0.07070218,0.07475473,0.07850117,0.06890458,0.07332495,0.076507464,0.07644006
2009-06-25,0.07190663,0.07514835,0.074762106,0.07504978,0.07548185,0.07817164,0.07626375,0.074466735,0.078310624,0.07747104
2009-07-13,0.063605845,0.04993979,0.053637087,0.09097928,0.06251446,0.07097614,0.07099831,0.070874594,0.0191995,0.07278094
2009-07-14,0.06818124,0.06820589,0.06788295,0.067585304,0.06947032,0.0665876,0.06839355,0.06750071,0.057409465,0.07084008
2009-07-15,0.061781872,0.064822905,0.06438952,0.064194776,0.06328813,0.07317332,0.06320836,0.07234889,0.06426841,0.06221874
2009-07-16,0.046974126,0.06748407,0.080781884,0.06689514,0.06739628,0.067518696,0.06597979,0.06640692,0.06654762,0.06497114
2009-07-17,0.076577805,0.051222116,0.077221535,0.10127665,0.07776686,0.08169288,0.08748252,0.077356584,0.077592656,0.044655733
2009-07-18,0.06877249,0.069398895,0.06891469,0.08056941,0.068545915,0.06561638,0.06797147,0.06827378,0.06766639,0.066852815
2009-07-19,0.06367389,0.045341864,0.0644079,0.06420568,0.0637968,0.055369277,0.04904726,0.06406408,0.064346075,0.06416429
2009-07-20,0.058020785,0.061653357,0.06848374,0.061454426,0.05969341,0.055865422,0.0725385,0.04199499,0.078537956,0.062459994
2009-07-21,0.06595721,0.061402246,0.07312589,0.063059025,0.082308754,0.061013803,0.052597463,0.061845973,0.06989086,0.06260736
2009-07-22,0.06007679,0.0590194,0.05818758,0.05396245,0.057112448,0.052544706,0.053867944,0.06317672,0.058662783,0.058606513
2009-07-23,0.055784825,0.061839566,0.07046599,0.05220606,0.072171465,0.06315694,0.061535977,0.060769573,0.051877253,0.05018904
2009-07-24,0.058089957,0.05791425,0.05744706,0.057262324,0.049088623,0.054887403,0.05751229,0.057845592,0.058045886,0.059170164
2009-07-25,0.053620383,0.064032175,0.05503414,0.055947177,0.055385,0.060274087,0.07368497,0.054206572,0.059487905,0.053982645
2009-07-26,0.05785968,0.054349005,0.058493353,0.052177075,0.04797804,0.048663385,0.053079955,0.048070274,0.054756496,0.048104092
2009-07-27,0.046517506,0.055417962,0.054298963,0.034304015,0.05454279,0.04467996,0.053493626,0.05491387,0.045717634,0.05435607
2009-07-28,0.054421566,0.05070949,0.049776904,0.04821529,0.029002022,0.058044158,0.05073101,0.049876943,0.06735887,0.049489394
2009-07-29,0.053039674,0.041151587,0.05590578,0.053968463,0.053545255,0.05364236,0.052753575,0.05268015,0.053846918,0.05410723
2009-07-30,0.049352303,0.04905403,0.04995326,0.049847417,0.05190363,0.04877585,0.048784416,0.07181372,0.050636977,0.04866486
2009-07-31,0.04731203,0.04876183,0.044620324,0.04833687,0.04559209,0.05158649,0.046277545,0.044765003,0.048114166,0.049825378
2009-08-01,0.047832116,0.048773456,0.050345104,0.0479275,0.047981735,0.046812274,0.04976,0.06489982,0.04951399,0.049472503
2009-08-02,0.048816457,0.04788266,0.0279162,0.047563765,0.0605467,0.048658855,0.048143104,0.04815819,0.048477784,0.015410253
2009-08-03,0.040393803,0.04606153,0.04579833,0.047212213,0.04142708,0.043893646,0.044488184,0.04500843,0.045631118,0.0449275
2009-08-04,0.043847915,0.04379784,0.06062161,0.042782173,0.042800933,0.04136834,0.043763757,0.044862054,0.04180184,0.04429421
2009-08-05,0.05713324,0.04724259,0.06076038,0.06104868,0.045786973,0.048926417,0.044000797,0.04917016,0.046237744,0.046174604
2009-08-06,0.06998231,0.07563572,0.07339551,0.06741466,0.0794637,0.08417616,0.07410867,0.12355562,0.075332,0.078898214
2009-08-07,0.044741236,0.06243644,0.016819432,0.061814338,0.063283116,0.063291915,0.061066613,0.060962103,0.064402446,0.079228126
2009-08-08,0.009848588,0.11561317,0.056746922,0.07778001,0.09565219,0.05682758,0.057147756,0.05596552,0.06983393,0.057436757
2009-08-09,0.08267557,0.0663052,0.054278664,0.054966696,0.055844415,0.04978224,0.08367981,0.054719597,0.054453477,0.05502926
2009-08-10,0.054419775,0.053467337,0.05099792,0.041586004,0.05081447,0.04958953,0.053960852,0.052333646,0.051617898,0.023575902
2009-08-11,0.052366577,0.045551,0.038562495,0.046628337,0.04421814,0.04825244,0.0593071,0.049751393,0.048639618,0.048155762
2009-08-12,0.0481517,0.04632591,0.04438111,0.0405383,0.047341704,0.038740113,0.04645684,0.053714454,0.045604028,0.048133187
2009-08-13,0.046566278,0.044134703,0.046305582,0.047445223,0.048051335,0.04605497,0.044261716,0.04217965,0.04456564,0.041860893
2009-08-14,0.04401699,0.043203004,0.044186853,0.041801162,0.04295398,0.04270799,0.046059094,0.042326894,0.044360757,0.04276933
2009-08-15,0.040751826,0.03878911,0.042430438,0.03947913,0.03930252,0.04192116,0.04598342,0.03824327,0.040246733,0.04730327
2009-08-16,0.044130255,0.04168544,0.04212691,0.04026395,0.045866672,0.032146677,0.03801273,0.03819485,0.040777653,0.038765717
2009-08-17,0.038581017,0.038565867,0.039994545,0.03617835,0.040800016,0.041373514,0.037992574,0.038747534,0.039190337,0.038456324
2009-08-18,0.03423928,0.03439749,0.034595817,0.030589962,0.034845196,0.032837026,0.037830934,0.035044186,0.038993403,0.048731167
2009-08-19,0.035256766,0.03612802,0.038059082,0.032775007,0.038682144,0.03615048,0.03348728,0.03830178,0.037606068,0.036451593
2009-08-20,0.033129126,0.033396304,0.036807217,0.030504392,0.034820158,0.034574214,0.035953134,0.03664399,0.034924284,0.03485809
2009-08-21,0.040982947,0.033316046,0.0342025,0.03435872,0.02886998,0.037675843,0.03386807,0.035510957,0.04188402,0.031085648
2009-08-22,0.033105087,0.030817896,0.031646993,0.028697522,0.032020662,0.033102263,0.034114704,0.032085363,0.032006495,0.029436138
2009-08-23,0.031817824,0.031258024,0.03238486,0.028700182,0.03493627,0.030725032,0.03302492,0.03369806,0.031901866,0.033053983
2009-08-24,0.029810764,0.029207714,0.031941734,0.02843286,0.032393668,0.032403156,0.031392157,0.032803707,0.02816069,0.0318552
2009-08-25,0.036525264,0.02955667,0.037703943,0.02758942,0.03863553,0.037498094,0.036902428,0.008290788,0.038012534,0.03489828
2009-08-26,0.030039031,0.03762101,0.029172875,0.030405894,0.036162093,0.014351855,0.033177443,0.030661,0.036006823,0.033560988
2009-08-27,0.03220904,0.032313332,0.027203385,0.025061144,0.029498398,0.025433417,0.025741322,0.030601894,0.03945747,0.028523572
