,0,1,2,3,4,5,6,7,8,9
1999-01-21,60.675667,62.111576,61.305294,61.48118,62.300655,62.626736,62.10648,60.699627,61.92888,62.246258
1999-01-22,44.75529,43.82374,42.573444,43.232193,43.343758,43.939518,43.87278,43.123318,44.032574,43.510227
1999-01-23,35.646675,35.885384,35.778244,34.97313,35.696377,35.51583,36.256413,35.066936,36.549847,35.893852
1999-01-24,30.37079,29.844357,30.540874,29.7988,30.024405,30.29117,29.735727,29.415487,29.803804,30.124151
1999-01-25,30.514364,30.58559,30.331478,30.47771,30.541477,30.363478,30.682781,31.004442,30.64921,30.497816
1999-01-26,34.799427,34.466164,34.46674,34.997395,34.60918,34.428085,34.62563,34.674797,34.629314,34.6182
1999-01-27,29.996157,29.539137,29.575941,29.473795,30.00613,29.786274,29.670008,29.823177,29.422056,29.636309
1999-01-28,27.284678,27.590433,27.274193,27.444344,27.404802,27.390844,27.463478,27.615932,27.530844,27.443787
1999-01-29,24.608507,24.543167,24.37525,24.435698,24.536465,24.41987,24.099773,24.325537,24.102942,24.477484
1999-01-30,22.069448,22.127504,21.9313,21.897774,22.04626,22.005411,21.729939,22.194275,21.769825,21.999208
1999-01-31,18.975584,19.133526,19.163754,19.216648,19.216341,19.327543,18.984297,19.236229,19.047216,19.344456
1999-02-01,16.708597,16.906075,17.044836,16.921522,16.810375,17.115885,16.857182,16.889128,16.824059,17.214731
1999-02-02,14.943684,15.041709,15.12913,15.14357,15.003242,15.302158,15.127778,15.075058,14.95722,15.261483
1999-02-03,13.616514,13.663787,13.640831,13.76279,13.603655,13.805295,13.666402,13.572592,13.546837,13.754153
1999-02-04,12.557771,12.478268,12.446346,12.588984,12.507972,12.594946,12.567128,12.383026,12.459454,12.532157
1999-02-05,11.279165,11.224198,11.246616,11.282453,11.178361,11.347978,11.36172,11.235722,11.253128,11.281906
1999-02-06,10.328725,10.6413355,10.481759,10.57601,10.3396435,10.702265,10.369208,10.496256,10.193367,10.451034
